,TEMP,DEWP,SLP,VISIB,WDSP,MXSPD,MAX,MIN,Label_Rain
11249,38.7,33.6,1016.9,7.8,7.3,13.0,44.6,30.2,0
11250,37.7,33.4,1015.6,8.0,5.3,9.9,51.8,30.2,0
11251,40.9,35.3,1012.1,9.2,6.6,8.9,50.0,33.8,0
11252,35.1,33.3,1010.4,2.7,8.2,15.0,42.8,30.2,1
11253,30.1,27.5,1018.4,4.4,6.0,13.0,32.0,28.4,0
11254,26.0,22.0,1027.2,6.2,7.3,11.1,32.0,17.6,1
11255,20.3,17.5,1025.1,5.6,5.5,8.9,28.4,12.2,0
11256,28.1,23.8,1021.9,4.7,6.4,8.9,32.0,23.0,0
11257,30.2,20.9,1023.1,7.0,5.2,7.0,41.0,24.8,0
11258,32.4,22.4,1020.0,7.8,2.5,6.0,44.6,23.0,0
11259,34.2,25.8,1016.7,8.2,3.8,9.9,50.0,23.0,0
11260,38.8,29.4,1013.4,8.0,5.6,8.0,48.2,33.8,0
11261,39.0,35.7,1013.4,3.8,7.6,15.0,44.6,33.8,1
11262,34.1,29.5,1014.1,8.2,13.9,18.1,35.6,32.0,1
11263,34.0,27.8,1018.7,9.1,5.5,9.9,48.2,26.6,0
11264,35.9,31.3,1015.3,7.4,6.2,15.9,48.2,28.4,0
11265,33.4,30.4,1020.3,3.8,9.5,14.0,42.8,30.2,0
11266,46.0,39.1,1011.8,7.4,10.1,16.9,53.6,41.0,0
11267,43.9,37.9,1009.6,6.7,8.6,13.0,50.0,39.2,0
11268,37.7,34.6,1005.0,3.5,10.7,15.0,42.8,33.8,1
11269,38.5,35.5,1007.8,3.9,10.4,13.0,41.0,37.4,0
11270,38.6,34.6,1013.7,6.8,8.1,11.1,41.0,37.4,0
11271,38.2,34.8,1015.3,5.8,7.2,9.9,41.0,35.6,0
11272,41.4,34.5,1016.4,7.2,6.0,11.1,53.6,35.6,0
11273,48.0,41.6,1011.8,6.7,9.2,12.0,59.0,39.2,1
11274,49.8,42.3,1011.3,7.8,5.5,9.9,57.2,44.6,1
11275,44.4,35.5,1015.4,7.8,5.2,15.9,57.2,30.2,0
11276,54.5,41.8,1002.0,7.7,16.3,25.1,64.4,50.0,0
11277,45.8,32.7,996.1,8.0,9.0,16.9,60.8,35.6,1
11278,34.5,27.2,1000.6,5.6,11.4,18.1,44.6,30.2,0
11279,29.2,23.7,1006.6,6.0,12.3,22.9,32.0,26.6,1
11280,27.6,22.5,1010.4,5.5,14.6,20.0,30.2,24.8,0
11281,29.8,26.0,1014.5,5.9,11.2,19.0,35.6,26.6,1
11282,31.1,25.2,1015.4,7.4,14.4,19.0,33.8,28.4,0
11283,27.9,20.3,1015.5,8.7,9.5,12.0,33.8,24.8,0
11284,30.5,24.7,1020.5,5.7,4.9,9.9,33.8,26.6,1
11285,29.4,22.6,1022.1,6.7,4.8,14.0,35.6,21.2,0
11286,31.3,26.0,1017.5,5.7,12.7,18.1,33.8,30.2,0
11287,30.1,27.9,1012.0,0.7,21.1,27.0,32.0,26.6,1
11288,16.7,9.6,1024.9,6.9,22.2,28.0,26.6,10.4,1
11289,9.6,2.7,1037.0,7.0,9.2,20.0,17.6,1.4,0
11290,9.3,3.6,1044.9,5.4,11.0,19.0,17.6,-0.4,1
11291,0.6,-2.7,1038.9,6.2,7.6,15.9,19.4,-14.8,0
11292,25.5,20.1,1020.3,7.0,5.6,11.1,48.2,14.0,0
11293,25.9,15.5,1028.4,9.3,10.8,18.1,44.6,15.8,0
11294,25.1,17.7,1028.8,8.8,6.5,8.9,30.2,21.2,0
11295,31.1,26.3,1025.6,6.6,8.2,11.1,35.6,28.4,0
11296,34.4,31.5,1014.6,4.4,9.3,12.0,35.6,33.8,1
11297,34.3,31.9,1011.1,4.8,9.3,13.0,35.6,33.8,1
11298,34.1,29.6,1016.7,6.8,12.2,18.1,35.6,33.8,1
11299,36.0,26.1,1019.5,7.3,13.4,18.1,44.6,28.4,0
11300,36.6,26.8,1019.4,8.0,4.1,9.9,48.2,24.8,0
11301,38.6,30.5,1018.8,8.0,3.8,8.9,48.2,28.4,0
11302,36.8,30.1,1019.9,6.7,7.0,15.0,46.4,32.0,0
11303,36.4,29.8,1021.0,7.0,8.1,18.1,48.2,30.2,1
11304,49.0,43.2,1010.5,6.4,9.2,14.0,62.6,41.0,1
11305,62.1,54.6,1003.2,7.2,7.5,15.9,78.8,50.0,0
11306,63.8,56.3,999.8,7.5,11.8,18.1,68.0,59.0,1
11307,54.3,50.1,1000.7,7.4,7.6,13.0,60.8,51.8,1
11308,64.0,54.0,1001.0,7.5,11.7,21.0,78.8,55.4,0
11309,53.6,46.8,1000.2,5.9,10.7,15.9,77.0,44.6,1
11310,43.5,40.0,997.5,7.0,9.8,15.9,46.4,41.0,1
11311,40.4,31.6,1000.3,7.7,17.0,29.9,51.8,33.8,0
11312,42.8,30.6,1014.2,8.1,5.2,18.1,57.2,28.4,0
11313,43.9,36.5,1015.0,6.7,9.7,14.0,53.6,41.0,0
11314,44.5,35.8,1020.6,7.1,5.6,13.0,57.2,33.8,0
11315,46.2,37.3,1015.2,7.1,9.7,19.0,57.2,35.6,0
11316,53.5,46.2,1006.8,7.0,7.0,19.0,66.2,46.4,0
11317,55.6,52.0,996.1,5.3,9.6,16.9,60.8,51.8,1
11318,46.8,44.4,1001.1,5.2,12.9,20.0,53.6,41.0,1
11319,47.4,37.7,1012.2,7.0,15.0,21.0,59.0,42.8,1
11320,49.7,34.9,1020.9,7.0,5.7,8.9,64.4,37.4,1
11321,59.9,42.8,1016.5,7.5,9.3,22.0,78.8,46.4,0
11322,65.8,45.5,1002.1,10.0,17.3,27.0,75.2,59.0,0
11323,64.0,48.8,998.5,7.5,12.6,21.0,73.4,55.4,0
11324,58.9,42.9,1007.8,7.0,7.1,15.9,69.8,46.4,0
11325,51.4,45.0,1003.2,5.3,14.6,21.0,64.4,42.8,1
11326,45.1,34.8,1010.5,6.9,15.2,19.0,55.4,39.2,0
11327,47.8,28.3,1019.3,8.7,5.8,12.0,60.8,33.8,1
11328,51.6,30.6,1019.9,8.5,5.4,11.1,64.4,39.2,0
11329,56.5,36.5,1016.1,7.0,5.5,14.0,69.8,48.2,0
11330,48.7,40.5,1016.7,7.0,10.8,19.0,59.0,39.2,1
11331,51.3,38.0,1023.1,7.0,8.8,16.9,62.6,41.0,1
11332,55.3,34.3,1022.6,7.1,5.6,13.0,68.0,41.0,0
11333,60.1,36.0,1018.7,7.0,3.4,8.0,75.2,42.8,0
11334,64.5,39.4,1011.2,7.0,7.7,18.1,77.0,50.0,0
11335,70.4,47.6,999.1,7.5,14.3,25.1,84.2,62.6,0
11336,57.6,47.2,1006.6,7.0,16.0,25.1,66.2,53.6,0
11337,51.6,36.9,1020.3,6.2,13.2,20.0,57.2,44.6,0
11338,49.2,34.7,1022.2,7.2,10.7,15.9,57.2,42.8,1
11339,48.1,44.6,1019.3,3.6,6.2,9.9,51.8,46.4,1
11340,53.5,49.9,1013.9,2.3,3.1,7.0,62.6,50.0,1
11341,59.9,47.5,1008.9,4.8,4.7,13.0,77.0,48.2,0
11342,55.5,42.2,1008.7,8.1,11.7,19.0,73.4,46.4,0
11343,60.7,45.4,1010.9,8.5,8.0,11.1,75.2,51.8,1
11344,65.7,46.0,1008.4,9.0,4.4,13.0,80.6,51.8,0
11345,66.2,47.8,1007.6,7.1,6.3,20.0,78.8,57.2,1
11346,63.9,51.6,1005.7,6.9,4.0,13.0,73.4,57.2,0
11347,61.0,50.5,1006.1,6.8,7.9,15.0,69.8,53.6,1
11348,59.9,39.5,1011.2,8.1,8.0,14.0,73.4,46.4,0
11349,63.0,51.6,1011.8,5.8,6.1,11.1,71.6,55.4,0
11350,63.9,56.9,1014.3,5.2,4.2,7.0,77.0,53.6,1
11351,68.5,53.2,1009.2,7.0,8.8,18.1,80.6,57.2,0
11352,66.2,54.9,1003.7,8.0,8.7,15.0,77.0,57.2,1
11353,68.4,53.8,1010.7,8.0,8.7,18.1,82.4,57.2,0
11354,74.5,66.0,1008.0,6.0,11.2,18.1,80.6,66.2,0
11355,72.1,66.0,1005.0,4.3,10.3,18.1,80.6,62.6,1
11356,67.7,53.8,1016.4,7.0,4.7,12.0,82.4,57.2,0
11357,72.3,56.6,1016.0,7.0,8.8,21.0,82.4,60.8,0
11358,77.6,65.3,1010.9,6.3,9.2,18.1,87.8,68.0,0
11359,81.2,66.2,1011.7,7.0,5.1,9.9,89.6,73.4,0
11360,73.4,62.5,1014.4,6.8,5.5,25.1,87.8,60.8,1
11361,69.5,62.3,1013.2,6.3,8.9,14.0,77.0,64.4,1
11362,65.0,59.5,1007.8,6.3,8.2,18.1,69.8,59.0,1
11363,60.7,57.9,1008.4,2.5,6.2,8.9,64.4,57.2,0
11364,63.2,56.8,1011.9,4.8,5.3,11.1,75.2,55.4,0
11365,63.2,56.4,1014.6,6.8,6.1,11.1,71.6,57.2,1
11366,63.9,55.6,1014.5,6.1,4.5,7.0,75.2,57.2,0
11367,70.5,59.9,1012.0,6.1,5.8,15.9,86.0,59.0,0
11368,80.2,66.0,1010.8,7.0,7.2,12.0,91.4,69.8,0
11369,75.5,64.2,1012.3,6.7,6.7,21.0,89.6,64.4,1
11370,76.8,68.2,1008.5,7.0,7.4,15.0,87.8,68.0,0
11371,76.6,63.9,1007.3,7.0,8.8,16.9,87.8,68.0,0
11372,68.3,49.6,1010.1,7.0,7.2,15.0,86.0,55.4,0
11373,73.3,51.4,1005.8,7.0,7.2,12.0,87.8,60.8,0
11374,56.4,43.9,1015.0,6.9,12.3,21.0,78.8,41.0,1
11375,52.9,42.3,1015.0,7.0,6.8,9.9,59.0,48.2,0
11376,54.1,44.9,1016.6,7.0,8.0,15.0,60.8,50.0,1
11377,58.9,46.6,1021.6,7.0,4.9,8.9,69.8,50.0,0
11378,58.8,51.0,1020.8,8.2,5.7,12.0,68.0,53.6,1
11379,60.5,55.5,1013.3,6.8,10.3,15.9,66.2,57.2,1
11380,60.8,56.5,1010.6,6.3,6.7,9.9,69.8,57.2,1
11381,64.8,58.6,1012.8,7.2,5.9,13.0,77.0,57.2,0
11382,71.8,64.9,1003.4,7.2,7.6,14.0,80.6,64.4,1
11383,69.9,58.0,1006.3,7.3,6.0,16.9,82.4,59.0,1
11384,72.7,56.1,1010.3,7.0,5.8,13.0,82.4,59.0,0
11385,66.1,61.5,996.8,5.2,12.2,22.0,77.0,62.6,1
11386,64.7,60.7,1003.8,6.5,9.7,14.0,69.8,62.6,1
11387,66.5,58.4,1007.0,7.0,4.2,8.0,78.8,57.2,1
11388,75.5,61.7,1007.3,7.0,12.1,19.0,89.6,66.2,1
11389,78.5,65.3,1004.0,6.9,11.6,19.0,86.0,69.8,1
11390,74.1,52.8,1008.1,8.5,10.3,15.9,91.4,62.6,0
11391,79.3,67.2,1004.6,7.4,7.7,15.0,89.6,73.4,0
11392,73.2,59.4,1012.1,9.1,6.1,13.0,82.4,62.6,0
11393,74.9,60.8,1015.3,9.6,5.0,9.9,84.2,68.0,0
11394,76.5,66.4,1013.2,7.1,8.0,19.0,86.0,69.8,1
11395,84.3,69.0,1005.7,7.1,12.0,16.9,93.2,77.0,0
11396,84.9,67.7,1005.8,7.0,9.4,16.9,93.2,71.6,1
11397,84.7,71.0,1006.1,7.4,8.8,20.0,93.2,77.0,0
11398,85.8,72.9,1004.7,7.9,9.1,14.0,93.2,77.0,0
11399,79.3,71.2,1010.6,6.7,6.3,22.0,91.4,69.8,1
11400,80.5,72.9,1009.8,6.9,6.1,11.1,89.6,73.4,0
11401,77.5,61.0,1012.2,7.0,8.7,16.9,87.8,66.2,1
11402,75.2,62.4,1016.6,7.0,3.4,6.0,84.2,66.2,0
11403,76.2,64.8,1016.8,7.0,5.0,9.9,86.0,68.0,0
11404,79.1,70.5,1014.0,7.0,6.6,12.0,87.8,73.4,1
11405,78.8,70.3,1015.3,6.8,6.1,11.1,86.0,69.8,1
11406,75.6,71.6,1015.0,6.0,7.3,21.0,82.4,68.0,0
11407,82.3,75.9,1011.7,6.6,6.0,11.1,91.4,73.4,1
11408,78.5,70.5,1013.4,6.8,7.5,28.0,87.8,71.6,1
11409,80.2,67.7,1016.1,7.0,3.8,7.0,86.0,71.6,0
11410,77.3,70.2,1016.7,7.0,3.4,5.1,82.4,71.6,0
11411,76.5,70.7,1016.1,7.0,5.0,9.9,80.6,73.4,0
11412,76.1,68.2,1016.0,6.8,6.4,8.9,84.2,69.8,0
11413,77.6,69.2,1013.4,5.8,6.2,8.9,86.0,69.8,0
11414,79.9,71.9,1012.5,5.0,5.4,8.9,87.8,73.4,0
11415,81.0,71.9,1012.6,5.3,6.5,13.0,89.6,73.4,0
11416,78.3,68.9,1014.1,6.8,8.5,23.9,87.8,66.2,1
11417,79.9,72.3,1019.4,6.3,4.8,11.1,89.6,73.4,0
11418,78.6,70.8,1016.5,7.0,5.1,11.1,93.2,69.8,1
11419,82.5,75.0,1012.0,5.5,4.0,7.0,93.2,73.4,0
11420,84.2,71.4,1009.9,7.2,5.0,7.0,93.2,75.2,0
11421,87.3,74.1,1009.8,7.4,5.8,9.9,98.6,77.0,0
11422,85.8,69.5,1009.9,7.2,7.2,19.0,95.0,78.8,0
11423,76.0,68.4,1015.0,5.9,8.1,21.0,84.2,68.0,1
11424,75.3,65.3,1017.6,7.8,4.2,8.0,84.2,69.8,0
11425,74.0,62.3,1019.0,7.9,5.5,8.9,80.6,68.0,0
11426,70.6,61.1,1020.3,7.5,6.3,11.1,78.8,66.2,0
11427,68.6,62.1,1020.1,7.0,5.8,9.9,77.0,64.4,1
11428,72.6,66.1,1017.4,6.0,3.7,7.0,84.2,62.6,0
11429,79.4,70.7,1014.3,7.2,5.3,8.9,89.6,68.0,0
11430,77.2,63.5,1014.6,8.5,6.8,9.9,87.8,69.8,0
11431,72.9,60.6,1016.1,7.2,7.5,9.9,78.8,66.2,1
11432,71.6,60.8,1022.6,7.0,5.4,7.0,78.8,64.4,0
11433,71.5,62.5,1023.6,7.5,6.4,9.9,80.6,64.4,0
11434,72.0,66.4,1018.6,6.6,8.6,12.0,78.8,68.0,1
11435,72.7,67.2,1014.6,7.2,5.6,15.0,84.2,64.4,1
11436,73.8,66.7,1014.4,7.0,4.5,12.0,82.4,66.2,1
11437,71.2,66.4,1018.2,4.2,8.4,12.0,77.0,68.0,1
11438,69.0,63.0,1016.8,5.4,8.1,13.0,75.2,66.2,1
11439,69.2,63.7,1014.2,4.7,4.1,8.0,78.8,66.2,0
11440,71.8,65.5,1016.2,5.3,4.8,12.0,86.0,60.8,1
11441,78.7,70.3,1017.2,6.7,5.4,8.9,89.6,69.8,0
11442,79.8,72.3,1016.9,5.8,4.7,9.9,86.0,75.2,0
11443,73.2,62.6,1018.9,5.0,4.4,7.0,82.4,62.6,0
11444,74.7,64.7,1019.8,6.1,3.6,6.0,82.4,66.2,0
11445,75.1,67.4,1019.8,4.6,4.3,9.9,82.4,69.8,0
11446,72.3,68.2,1016.8,3.7,3.6,7.0,86.0,64.4,0
11447,75.2,68.5,1013.6,6.7,4.8,8.9,84.2,68.0,1
11448,83.9,68.9,1012.0,5.8,9.7,12.0,89.6,77.0,0
11449,82.2,70.2,1010.4,6.3,7.9,13.0,93.2,75.2,0
11450,83.7,74.4,1014.8,5.2,6.0,8.9,95.0,75.2,0
11451,84.4,73.1,1016.5,7.0,6.6,11.1,95.0,75.2,0
11452,84.7,74.3,1019.3,6.8,5.7,9.9,95.0,77.0,0
11453,76.0,69.5,1022.3,6.0,7.7,42.9,86.0,69.8,1
11454,80.5,69.9,1017.2,6.0,6.6,11.1,91.4,69.8,0
11455,81.3,69.2,1009.4,7.0,5.2,8.9,93.2,73.4,0
11456,82.0,72.2,1006.1,6.8,6.1,15.9,91.4,75.2,0
11457,76.8,65.5,1012.7,7.0,6.0,14.0,89.6,68.0,0
11458,72.0,63.7,1015.6,6.6,5.1,11.1,80.6,66.2,0
11459,74.2,69.7,1013.2,6.6,7.5,12.0,89.6,68.0,1
11460,78.6,70.6,1015.2,6.1,6.3,11.1,86.0,71.6,0
11461,76.6,66.7,1017.3,7.0,3.3,7.0,89.6,66.2,0
11462,77.5,67.5,1015.3,7.5,4.5,8.9,87.8,66.2,0
11463,76.9,66.6,1015.5,8.0,7.3,12.0,86.0,69.8,0
11464,71.8,63.3,1015.5,6.6,5.3,9.9,82.4,62.6,0
11465,74.7,63.3,1011.8,7.0,4.1,9.9,87.8,62.6,0
11466,75.7,62.1,1005.1,7.0,6.2,9.9,87.8,64.4,0
11467,76.6,67.0,1011.8,6.8,4.8,8.0,87.8,66.2,0
11468,78.7,67.8,1015.0,7.0,4.6,8.0,91.4,68.0,0
11469,83.0,72.2,1012.4,5.6,3.9,7.0,95.0,73.4,0
11470,78.7,63.4,1013.2,7.0,6.2,9.9,91.4,69.8,0
11471,67.2,49.5,1017.8,7.0,6.3,9.9,77.0,57.2,0
11472,66.4,49.1,1018.8,7.0,8.6,15.0,78.8,55.4,0
11473,70.8,53.3,1016.8,7.8,9.1,14.0,86.0,60.8,0
11474,72.7,53.1,1015.8,8.3,6.7,9.9,89.6,57.2,0
11475,76.3,58.3,1013.5,7.1,4.7,8.0,93.2,62.6,0
11476,77.2,64.9,1010.6,8.9,7.0,14.0,86.0,68.0,0
11477,73.7,67.0,1007.8,7.1,7.6,13.0,84.2,68.0,0
11478,73.8,63.2,1015.8,7.3,7.0,12.0,84.2,66.2,0
11479,73.9,59.5,1019.1,7.0,4.1,8.0,84.2,62.6,0
11480,72.9,64.3,1017.4,5.3,4.2,8.0,84.2,64.4,0
11481,75.8,64.9,1014.0,6.0,5.7,12.0,89.6,66.2,0
11482,78.8,64.0,1006.2,7.3,8.1,12.0,95.0,66.2,0
11483,71.6,65.8,1008.1,6.6,5.9,15.0,87.8,66.2,1
11484,61.0,50.0,1015.4,7.0,9.0,14.0,73.4,51.8,1
11485,57.5,43.5,1022.3,7.0,6.4,11.1,68.0,51.8,1
11486,58.6,46.2,1021.6,7.1,4.3,9.9,73.4,48.2,0
11487,68.2,60.6,1013.3,6.7,4.6,8.9,80.6,60.8,0
11488,74.5,67.1,1007.9,4.8,7.8,16.9,93.2,64.4,0
11489,84.0,67.8,1003.9,7.0,11.2,15.0,91.4,75.2,1
11490,74.3,59.4,1013.7,7.0,5.1,9.9,86.0,62.6,0
11491,73.5,60.6,1015.0,7.0,5.1,9.9,84.2,62.6,0
11492,75.5,65.5,1011.1,5.9,4.1,8.9,89.6,62.6,0
11493,71.5,60.4,1012.3,6.8,6.9,16.9,84.2,60.8,0
11494,54.7,35.7,1024.4,7.0,7.3,13.0,64.4,44.6,0
11495,49.5,46.0,1018.3,3.9,8.5,15.0,57.2,46.4,1
11496,48.7,47.5,1015.2,4.6,5.8,9.9,53.6,46.4,1
11497,55.0,53.5,1015.5,6.2,13.3,29.9,62.6,51.8,0
11498,57.9,52.9,1006.3,7.9,6.3,12.0,64.4,51.8,1
11499,52.0,43.8,1012.6,8.4,6.7,9.9,62.6,44.6,0
11500,55.6,44.4,1020.5,7.3,7.7,13.0,64.4,46.4,0
11501,52.9,43.3,1024.2,8.2,4.0,9.9,68.0,37.4,0
11502,56.9,46.8,1019.3,7.2,8.7,13.0,71.6,48.2,0
11503,60.6,51.0,1015.8,7.0,8.0,14.0,75.2,50.0,0
11504,62.4,54.2,1015.2,7.0,8.5,15.0,73.4,53.6,0
11505,54.7,42.6,1024.4,7.0,5.6,8.9,64.4,42.8,0
11506,54.3,44.1,1023.1,6.7,2.4,6.0,71.6,41.0,0
11507,62.0,50.9,1013.5,6.8,8.1,15.9,77.0,53.6,1
11508,70.3,60.6,1007.2,6.4,10.3,19.0,78.8,62.6,0
11509,69.0,63.0,1007.7,5.3,12.1,16.9,77.0,64.4,1
11510,65.7,63.5,1005.2,6.2,10.3,18.1,69.8,55.4,1
11511,51.2,42.8,1017.7,8.0,8.5,15.9,64.4,42.8,1
11512,53.6,42.7,1024.9,8.3,4.6,13.0,62.6,44.6,0
11513,51.0,41.2,1028.7,7.0,3.1,6.0,59.0,44.6,0
11514,49.8,41.3,1030.0,7.0,5.7,9.9,64.4,39.2,1
11515,51.8,40.9,1033.5,8.3,3.5,9.9,68.0,39.2,0
11516,52.8,42.5,1028.7,8.7,6.4,13.0,66.2,41.0,0
11517,55.5,46.2,1022.0,7.0,7.4,13.0,66.2,46.4,0
11518,58.1,49.6,1018.7,7.0,6.0,11.1,73.4,46.4,0
11519,59.1,55.0,1018.5,7.0,5.1,9.9,64.4,53.6,1
11520,66.3,60.4,1016.9,7.0,5.2,8.0,73.4,60.8,0
11521,64.7,61.0,1013.8,6.9,8.2,14.0,71.6,60.8,0
11522,64.5,57.9,1006.1,7.0,10.4,15.9,69.8,57.2,1
11523,53.8,44.7,1018.9,7.0,7.0,9.9,62.6,46.4,0
11524,47.9,42.0,1024.9,7.0,7.0,13.0,51.8,44.6,0
11525,46.7,43.0,1023.3,6.8,9.2,13.0,48.2,44.6,0
11526,47.5,46.6,1015.0,3.9,15.7,19.0,51.8,44.6,1
11527,39.4,37.0,1019.3,5.8,10.3,15.0,42.8,35.6,0
11528,38.5,31.5,1024.9,7.0,6.3,9.9,42.8,35.6,0
11529,37.7,30.7,1024.9,7.0,4.4,6.0,41.0,33.8,0
11530,35.8,29.2,1025.6,6.6,5.6,8.9,42.8,28.4,0
11531,37.2,33.7,1024.6,4.7,9.2,14.0,41.0,35.6,1
11532,37.0,36.6,1022.9,3.6,5.1,8.9,41.0,35.6,1
11533,43.7,43.5,1011.3,2.8,11.2,16.9,46.4,41.0,1
11534,42.5,38.2,993.0,5.2,22.2,36.9,55.4,35.6,0
11535,38.5,27.0,1019.8,7.4,11.3,28.0,53.6,30.2,0
11536,42.5,34.3,1025.3,7.6,5.2,11.1,48.2,39.2,0
11537,40.4,35.2,1021.3,5.5,4.8,11.1,57.2,30.2,0
11538,46.0,39.8,1012.5,7.0,6.6,20.0,62.6,37.4,0
11539,40.0,34.6,1018.6,6.7,8.9,13.0,53.6,33.8,0
11540,46.7,40.9,1008.5,6.8,7.2,15.9,51.8,39.2,0
11541,44.0,39.1,1017.1,6.0,3.9,7.0,64.4,33.8,0
11542,54.2,44.0,1007.2,7.0,12.9,20.0,62.6,48.2,0
11543,36.5,26.7,1019.1,8.0,10.8,18.1,46.4,28.4,0
11544,34.7,27.0,1023.5,7.7,3.1,8.0,44.6,26.6,0
11545,40.6,33.3,1018.7,7.2,7.5,13.0,59.0,32.0,0
11546,52.9,40.3,1009.9,7.3,9.2,16.9,64.4,46.4,0
11547,50.5,38.7,1016.0,7.4,7.3,16.9,57.2,39.2,0
11548,44.5,33.5,1020.2,7.0,8.0,19.0,59.0,32.0,0
11549,51.5,40.9,1012.4,7.0,7.0,14.0,60.8,41.0,0
11550,47.3,31.5,1017.9,7.0,3.1,7.0,64.4,37.4,0
11551,50.5,39.5,1016.4,7.0,3.4,9.9,69.8,39.2,0
11552,51.0,49.1,1012.6,3.7,3.4,7.0,60.8,41.0,0
11553,61.7,59.0,1002.3,5.6,8.7,16.9,71.6,55.4,0
11554,52.2,42.8,1011.0,7.0,7.3,15.9,64.4,41.0,0
11555,49.3,41.1,1021.1,7.3,7.2,15.9,69.8,39.2,0
11556,55.4,49.5,1012.6,7.0,6.0,8.9,60.8,46.4,0
11557,51.0,49.2,1008.1,4.0,4.2,8.0,62.6,46.4,0
11558,56.6,55.1,1008.8,4.6,5.1,11.1,66.2,50.0,0
11559,50.7,50.5,1006.7,5.3,6.4,14.0,59.0,42.8,0
11560,36.9,31.9,1012.0,6.4,9.6,15.0,42.8,32.0,0
11561,32.2,26.2,1021.3,7.0,4.5,13.0,42.8,23.0,0
11562,33.4,24.5,1023.9,7.0,5.0,11.1,51.8,23.0,0
11563,36.0,28.6,1026.2,7.0,5.1,8.9,48.2,26.6,0
11564,36.7,26.5,1034.1,7.0,5.2,8.9,48.2,26.6,0
11565,35.3,23.1,1030.3,7.0,5.5,12.0,51.8,23.0,0
11566,36.9,27.3,1024.9,7.0,3.5,6.0,53.6,28.4,0
11567,40.8,32.6,1023.9,7.0,4.6,11.1,53.6,32.0,0
11568,40.3,34.0,1026.6,7.0,5.0,12.0,59.0,28.4,0
11569,40.0,33.9,1025.2,7.0,6.3,15.0,50.0,30.2,0
11570,40.0,26.4,1023.4,7.0,9.1,25.1,48.2,30.2,0
11571,35.5,25.5,1022.0,7.0,8.4,15.9,50.0,23.0,0
11572,41.2,33.0,1004.5,7.0,10.2,19.0,46.4,37.4,0
11573,27.1,18.3,1023.1,7.5,13.9,20.0,41.0,21.2,0
11574,16.8,9.9,1030.7,6.0,9.6,13.0,21.2,12.2,0
11575,8.9,5.2,1031.0,6.9,13.8,19.0,12.2,6.8,1
11576,5.9,-1.2,1038.6,7.0,8.7,13.0,14.0,-2.2,0
11577,12.9,3.7,1034.5,7.0,6.2,11.1,23.0,5.0,0
11578,16.2,6.6,1035.5,7.0,5.5,13.0,30.2,8.6,0
11579,21.8,12.5,1026.3,7.0,6.3,11.1,42.8,10.4,0
11580,27.5,21.2,1019.7,7.0,7.6,16.9,37.4,19.4,0
11581,34.7,27.2,1013.6,7.0,7.0,14.0,44.6,26.6,0
11582,31.0,26.5,1015.6,8.0,6.5,22.0,42.8,23.0,0
11583,27.3,16.7,1018.3,8.1,16.4,33.0,42.8,15.8,0
11584,12.5,6.9,1025.3,5.6,9.9,15.9,17.6,8.6,1
11585,7.3,6.6,1026.3,6.7,6.2,9.9,17.6,-2.2,0
11586,25.1,18.0,1006.9,10.8,2.6,8.0,34.0,17.1,0
11587,24.9,17.1,1006.8,9.1,5.5,14.0,33.1,17.1,1
11588,19.5,12.3,1016.9,9.8,5.1,11.1,30.0,9.0,0
11589,28.2,17.8,1012.8,10.6,9.6,20.0,35.1,23.0,1
11590,18.0,10.6,1019.2,9.9,7.9,18.1,28.0,10.0,0
11591,29.6,20.6,997.3,8.4,11.3,15.9,37.0,21.9,1
11592,14.3,6.4,1005.5,3.6,22.2,26.0,21.0,10.0,1
11593,4.3,-5.0,1028.0,10.8,7.0,15.0,16.0,-8.0,0
11594,21.3,10.7,1024.0,10.8,7.1,24.1,37.0,10.9,0
11595,23.2,11.8,1030.1,10.8,12.6,17.1,30.9,17.1,0
11596,17.3,8.9,1029.3,10.8,5.0,14.0,36.0,6.1,0
11597,32.2,24.1,1015.1,9.7,2.0,8.0,37.9,25.0,0
11598,32.0,25.2,1010.9,7.4,2.1,7.0,41.0,21.9,0
11599,31.8,21.7,1010.9,10.6,9.3,20.0,37.9,26.1,0
11600,15.9,7.8,1025.3,9.3,6.0,14.0,27.0,3.9,1
11601,29.5,17.8,1009.8,10.8,13.6,28.9,42.1,16.0,1
11602,3.1,-8.9,1034.2,10.0,14.0,27.0,12.9,-2.0,1
11603,-1.4,-10.5,1041.9,8.6,4.5,11.1,8.1,-11.0,1
11604,10.7,1.8,1028.2,10.2,3.1,11.1,37.9,-0.9,1
11605,33.3,19.3,1012.4,10.6,4.3,12.0,46.0,25.0,0
11606,38.0,25.9,1008.1,10.6,2.3,8.9,51.1,26.1,0
11607,43.6,37.9,1007.4,4.8,4.9,8.0,57.0,37.0,0
11608,35.5,29.4,1011.4,6.0,4.0,13.0,45.0,28.9,0
11609,35.9,31.3,1008.3,5.5,8.6,18.1,48.0,24.1,1
11610,19.9,14.2,1019.2,9.9,7.3,15.9,23.0,17.1,1
11611,18.9,12.0,1024.5,7.4,11.5,15.0,24.1,12.9,1
11612,11.0,4.2,1023.3,9.1,2.6,7.0,25.0,3.0,0
11613,19.4,12.5,1021.2,8.0,1.5,10.1,36.0,9.0,0
11614,33.0,26.3,1014.8,8.9,3.0,8.9,43.0,26.1,0
11615,31.6,25.4,1016.6,3.3,5.2,12.0,37.9,27.0,0
